shipment_id,order_id,warehouse_id,shipped_date,delivery_date,shipping_cost,tracking_number
32737,32737,3,2022-08-19,2022-08-28,446.36,TRK32737
32738,32738,20,2023-09-07,2023-09-08,119.87,TRK32738
32739,32739,13,2025-04-26,2025-05-01,307.6,TRK32739
32740,32740,20,2026-01-08,2026-01-10,308.81,TRK32740
32741,32741,15,2024-07-23,2024-07-27,459.64,TRK32741
32742,32742,10,2024-01-06,2024-01-08,218.65,TRK32742
32743,32743,19,2022-02-06,2022-02-07,142.15,TRK32743
32744,32744,8,2022-12-23,2022-12-28,483.84,TRK32744
32745,32745,14,2025-05-18,2025-05-26,155.54,TRK32745
32746,32746,3,2023-06-08,2023-06-18,219.03,TRK32746
32747,32747,11,2023-01-14,2023-01-15,57.71,TRK32747
32748,32748,4,2024-09-06,2024-09-07,299.76,TRK32748
32749,32749,19,2023-09-08,2023-09-18,463.58,TRK32749
32750,32750,8,2022-07-22,2022-07-26,277.21,TRK32750
32751,32751,16,2023-08-29,2023-09-02,25.4,TRK32751
32752,32752,17,2024-11-01,2024-11-04,131.87,TRK32752
32753,32753,20,2022-12-18,2022-12-25,188.94,TRK32753
32754,32754,2,2022-10-05,2022-10-11,394.85,TRK32754
32755,32755,11,2024-06-08,2024-06-16,451.83,TRK32755
32756,32756,17,2022-11-16,2022-11-26,203.48,TRK32756
32757,32757,19,2022-09-26,2022-10-02,430.22,TRK32757
32758,32758,11,2022-02-14,2022-02-19,49.81,TRK32758
32759,32759,12,2024-09-17,2024-09-25,401.81,TRK32759
32760,32760,11,2025-12-29,2026-01-05,111.3,TRK32760
32761,32761,7,2024-03-03,2024-03-12,320.47,TRK32761
32762,32762,2,2026-01-19,2026-01-26,202.44,TRK32762
32763,32763,18,2022-08-17,2022-08-18,111.16,TRK32763
32764,32764,11,2025-10-21,2025-10-30,407.94,TRK32764
32765,32765,7,2023-04-27,2023-04-28,348.48,TRK32765
32766,32766,16,2024-02-18,2024-02-19,266.84,TRK32766
32767,32767,6,2025-09-14,2025-09-23,136.02,TRK32767
32768,32768,12,2023-11-14,2023-11-19,348.44,TRK32768
32769,32769,12,2023-12-26,2024-01-01,450.06,TRK32769
32770,32770,13,2024-07-20,2024-07-24,246.62,TRK32770
32771,32771,2,2025-09-02,2025-09-11,428.54,TRK32771
32772,32772,2,2025-02-03,2025-02-11,130.72,TRK32772
32773,32773,12,2023-02-12,2023-02-15,197.86,TRK32773
32774,32774,1,2022-01-21,2022-01-27,481.57,TRK32774
32775,32775,7,2025-02-26,2025-03-03,485.8,TRK32775
32776,32776,7,2024-12-04,2024-12-10,23.12,TRK32776
32777,32777,15,2025-09-10,2025-09-15,101.15,TRK32777
32778,32778,17,2024-03-04,2024-03-14,287.12,TRK32778
32779,32779,5,2022-05-04,2022-05-10,261.72,TRK32779
32780,32780,17,2022-05-14,2022-05-15,139.45,TRK32780
32781,32781,13,2026-03-21,2026-03-28,444.32,TRK32781
32782,32782,13,2023-01-01,2023-01-09,167.3,TRK32782
32783,32783,9,2024-07-20,2024-07-26,478.23,TRK32783
32784,32784,20,2024-04-19,2024-04-24,224.04,TRK32784
32785,32785,19,2024-06-03,2024-06-09,183.67,TRK32785
32786,32786,19,2022-07-04,2022-07-13,113.21,TRK32786
32787,32787,12,2023-10-17,2023-10-18,430.28,TRK32787
32788,32788,19,2023-11-30,2023-12-08,281.5,TRK32788
32789,32789,16,2024-10-25,2024-11-04,358.14,TRK32789
32790,32790,7,2023-12-25,2023-12-30,370.37,TRK32790
32791,32791,20,2023-03-27,2023-04-03,214.82,TRK32791
32792,32792,11,2025-10-20,2025-10-29,347.11,TRK32792
32793,32793,1,2024-01-02,2024-01-06,265.98,TRK32793
32794,32794,19,2023-02-24,2023-03-05,353.48,TRK32794
32795,32795,18,2026-04-05,2026-04-07,265.03,TRK32795
32796,32796,18,2025-05-20,2025-05-27,236.27,TRK32796
32797,32797,19,2022-05-20,2022-05-23,60.07,TRK32797
32798,32798,19,2023-06-26,2023-07-01,154.19,TRK32798
32799,32799,16,2022-04-10,2022-04-16,56.28,TRK32799
32800,32800,2,2024-04-23,2024-04-27,282.14,TRK32800
32801,32801,2,2025-04-28,2025-05-06,440.66,TRK32801
32802,32802,11,2023-04-02,2023-04-11,199.57,TRK32802
32803,32803,15,2022-04-18,2022-04-28,400.64,TRK32803
32804,32804,3,2025-05-24,2025-06-03,354.09,TRK32804
32805,32805,18,2024-04-28,2024-05-01,314.84,TRK32805
32806,32806,4,2026-03-17,2026-03-21,141.18,TRK32806
32807,32807,3,2023-11-14,2023-11-18,278.45,TRK32807
32808,32808,17,2026-03-04,2026-03-13,347.37,TRK32808
32809,32809,12,2026-02-08,2026-02-17,123.94,TRK32809
32810,32810,18,2022-11-24,2022-11-26,106.76,TRK32810
32811,32811,20,2023-07-18,2023-07-26,76.2,TRK32811
32812,32812,1,2023-04-09,2023-04-12,45.55,TRK32812
32813,32813,15,2022-10-25,2022-10-26,289.46,TRK32813
32814,32814,12,2022-12-27,2023-01-04,39.56,TRK32814
32815,32815,7,2023-05-15,2023-05-20,97.07,TRK32815
32816,32816,15,2026-02-11,2026-02-19,410.41,TRK32816
32817,32817,15,2022-11-02,2022-11-10,129.31,TRK32817
32818,32818,15,2024-06-23,2024-06-30,457.84,TRK32818
32819,32819,7,2022-09-30,2022-10-10,271.34,TRK32819
32820,32820,10,2024-10-06,2024-10-07,468.42,TRK32820
32821,32821,19,2025-07-02,2025-07-06,22.06,TRK32821
32822,32822,12,2022-11-18,2022-11-26,471.36,TRK32822
32823,32823,5,2026-02-05,2026-02-07,334.09,TRK32823
32824,32824,16,2022-09-12,2022-09-16,80.1,TRK32824
32825,32825,2,2023-12-26,2023-12-31,482.7,TRK32825
32826,32826,1,2024-12-06,2024-12-13,415.93,TRK32826
32827,32827,3,2024-05-19,2024-05-26,96.6,TRK32827
32828,32828,18,2025-05-06,2025-05-11,370.15,TRK32828
32829,32829,12,2024-06-30,2024-07-04,334.36,TRK32829
32830,32830,10,2023-06-09,2023-06-13,278.6,TRK32830
32831,32831,14,2023-09-04,2023-09-08,493.24,TRK32831
32832,32832,9,2023-05-06,2023-05-13,249.98,TRK32832
32833,32833,16,2026-04-28,2026-05-06,165.75,TRK32833
32834,32834,11,2024-01-06,2024-01-11,120.67,TRK32834
32835,32835,3,2022-04-16,2022-04-18,277.71,TRK32835
32836,32836,11,2024-03-01,2024-03-08,260.87,TRK32836
32837,32837,15,2025-10-09,2025-10-13,285.28,TRK32837
32838,32838,1,2026-01-29,2026-02-07,311.18,TRK32838
32839,32839,17,2024-05-06,2024-05-07,326.6,TRK32839
32840,32840,14,2025-03-03,2025-03-10,103.64,TRK32840
32841,32841,6,2025-12-04,2025-12-10,395.02,TRK32841
32842,32842,8,2022-07-09,2022-07-14,284.99,TRK32842
32843,32843,10,2022-05-15,2022-05-22,250.38,TRK32843
32844,32844,7,2022-05-13,2022-05-20,321.78,TRK32844
32845,32845,10,2023-12-18,2023-12-22,489.26,TRK32845
32846,32846,5,2024-06-04,2024-06-05,78.71,TRK32846
32847,32847,12,2022-12-29,2023-01-07,189.41,TRK32847
32848,32848,6,2022-04-28,2022-04-30,482.95,TRK32848
32849,32849,1,2025-02-06,2025-02-09,430.55,TRK32849
32850,32850,2,2023-10-03,2023-10-11,408.75,TRK32850
32851,32851,8,2025-11-01,2025-11-04,360.77,TRK32851
32852,32852,11,2024-02-02,2024-02-03,274.8,TRK32852
32853,32853,10,2025-11-10,2025-11-15,237.87,TRK32853
32854,32854,3,2024-12-30,2025-01-05,73.37,TRK32854
32855,32855,15,2024-06-11,2024-06-15,242.5,TRK32855
32856,32856,6,2026-04-27,2026-04-29,449.87,TRK32856
32857,32857,7,2024-02-23,2024-03-02,478.81,TRK32857
32858,32858,20,2023-07-01,2023-07-10,107.75,TRK32858
32859,32859,9,2025-11-03,2025-11-04,364.76,TRK32859
32860,32860,20,2026-03-19,2026-03-26,226.61,TRK32860
32861,32861,3,2025-04-23,2025-04-27,209.21,TRK32861
32862,32862,7,2025-07-18,2025-07-22,87.93,TRK32862
32863,32863,4,2025-03-04,2025-03-12,389.82,TRK32863
32864,32864,19,2022-11-06,2022-11-09,65.22,TRK32864
32865,32865,20,2024-07-27,2024-08-03,271.98,TRK32865
32866,32866,13,2025-01-17,2025-01-18,327.58,TRK32866
32867,32867,1,2025-03-30,2025-04-06,428.2,TRK32867
32868,32868,13,2026-03-26,2026-03-30,314.83,TRK32868
32869,32869,4,2025-09-17,2025-09-20,324.33,TRK32869
32870,32870,11,2026-03-28,2026-04-06,207.9,TRK32870
32871,32871,17,2024-10-07,2024-10-15,418.61,TRK32871
32872,32872,11,2025-08-30,2025-09-05,360.1,TRK32872
32873,32873,2,2022-04-30,2022-05-03,371.93,TRK32873
32874,32874,19,2025-12-19,2025-12-21,250.2,TRK32874
32875,32875,17,2025-08-09,2025-08-15,322.21,TRK32875
32876,32876,8,2024-06-25,2024-06-26,74.25,TRK32876
32877,32877,1,2025-01-18,2025-01-28,123.2,TRK32877
32878,32878,5,2026-03-28,2026-04-04,328.76,TRK32878
32879,32879,15,2024-03-15,2024-03-24,294.59,TRK32879
32880,32880,15,2025-04-05,2025-04-08,304.13,TRK32880
32881,32881,13,2022-02-16,2022-02-19,82.46,TRK32881
32882,32882,14,2026-02-21,2026-02-23,209.16,TRK32882
32883,32883,5,2025-04-04,2025-04-08,437.1,TRK32883
32884,32884,20,2024-02-12,2024-02-20,324.56,TRK32884
32885,32885,11,2025-12-12,2025-12-16,204.89,TRK32885
32886,32886,2,2024-12-27,2025-01-04,466.03,TRK32886
32887,32887,9,2024-12-01,2024-12-10,491.2,TRK32887
32888,32888,4,2024-10-27,2024-10-29,415.99,TRK32888
32889,32889,5,2026-02-19,2026-02-21,332.79,TRK32889
32890,32890,18,2024-10-17,2024-10-21,137.73,TRK32890
32891,32891,13,2023-02-02,2023-02-11,297.06,TRK32891
32892,32892,4,2022-05-16,2022-05-18,84.37,TRK32892
32893,32893,19,2022-04-13,2022-04-22,192.47,TRK32893
32894,32894,1,2022-07-08,2022-07-10,110.92,TRK32894
32895,32895,20,2025-05-12,2025-05-21,199.74,TRK32895
32896,32896,12,2022-09-25,2022-10-05,328.23,TRK32896
32897,32897,18,2022-04-30,2022-05-05,369.07,TRK32897
32898,32898,14,2024-08-27,2024-08-29,82.23,TRK32898
32899,32899,1,2022-07-06,2022-07-08,75.84,TRK32899
32900,32900,18,2023-01-27,2023-01-28,328.27,TRK32900
32901,32901,11,2023-10-15,2023-10-25,98.89,TRK32901
32902,32902,11,2023-05-29,2023-06-05,230.2,TRK32902
32903,32903,18,2022-06-23,2022-06-26,451.94,TRK32903
32904,32904,9,2022-07-22,2022-07-24,62.07,TRK32904
32905,32905,7,2024-07-08,2024-07-17,178.41,TRK32905
32906,32906,4,2023-10-02,2023-10-07,499.64,TRK32906
32907,32907,2,2024-08-14,2024-08-24,58.83,TRK32907
32908,32908,5,2023-07-12,2023-07-20,184.69,TRK32908
32909,32909,5,2023-01-10,2023-01-15,64.15,TRK32909
32910,32910,5,2026-01-22,2026-01-31,90.98,TRK32910
32911,32911,12,2024-08-29,2024-09-03,89.05,TRK32911
32912,32912,18,2023-09-25,2023-09-27,456.84,TRK32912
32913,32913,12,2023-05-28,2023-06-01,79.86,TRK32913
32914,32914,9,2025-03-19,2025-03-21,418.12,TRK32914
32915,32915,16,2025-05-11,2025-05-16,128.98,TRK32915
32916,32916,7,2024-06-20,2024-06-29,144.77,TRK32916
32917,32917,20,2025-05-10,2025-05-19,407.72,TRK32917
32918,32918,17,2024-06-01,2024-06-03,26.97,TRK32918
32919,32919,15,2024-11-19,2024-11-29,419.48,TRK32919
32920,32920,14,2026-01-19,2026-01-20,68.13,TRK32920
32921,32921,4,2022-02-28,2022-03-08,289.19,TRK32921
32922,32922,12,2023-03-09,2023-03-14,132.84,TRK32922
32923,32923,19,2024-11-05,2024-11-07,67.68,TRK32923
32924,32924,19,2023-08-27,2023-09-05,352.36,TRK32924
32925,32925,19,2024-06-08,2024-06-15,99.36,TRK32925
32926,32926,19,2022-06-20,2022-06-30,381.19,TRK32926
32927,32927,6,2022-05-14,2022-05-22,193.44,TRK32927
32928,32928,7,2024-06-27,2024-07-03,236.67,TRK32928
32929,32929,4,2023-05-15,2023-05-17,323.92,TRK32929
32930,32930,3,2026-04-18,2026-04-27,374.65,TRK32930
32931,32931,11,2024-03-07,2024-03-11,368.16,TRK32931
32932,32932,1,2024-02-02,2024-02-08,37.74,TRK32932
32933,32933,14,2022-11-27,2022-12-06,103.98,TRK32933
32934,32934,10,2023-06-19,2023-06-28,188.38,TRK32934
32935,32935,8,2022-03-09,2022-03-14,214.91,TRK32935
32936,32936,11,2024-03-09,2024-03-16,392.83,TRK32936
32937,32937,4,2022-09-10,2022-09-14,373.54,TRK32937
32938,32938,16,2024-03-20,2024-03-22,328.67,TRK32938
32939,32939,5,2025-05-06,2025-05-12,87.12,TRK32939
32940,32940,2,2022-09-19,2022-09-26,433.88,TRK32940
32941,32941,19,2026-01-08,2026-01-14,268.23,TRK32941
32942,32942,15,2023-10-14,2023-10-15,223.82,TRK32942
32943,32943,16,2022-02-12,2022-02-19,346.03,TRK32943
32944,32944,2,2023-04-06,2023-04-13,342.45,TRK32944
32945,32945,3,2024-02-01,2024-02-10,160.48,TRK32945
32946,32946,20,2024-04-17,2024-04-20,338.97,TRK32946
32947,32947,10,2025-07-05,2025-07-11,182.65,TRK32947
32948,32948,14,2025-02-13,2025-02-15,138.58,TRK32948
32949,32949,1,2025-07-20,2025-07-27,445.53,TRK32949
32950,32950,14,2023-09-27,2023-10-04,335.87,TRK32950
32951,32951,8,2024-02-20,2024-02-26,434.66,TRK32951
32952,32952,4,2026-04-19,2026-04-25,340.87,TRK32952
32953,32953,6,2022-02-04,2022-02-06,90.33,TRK32953
32954,32954,14,2025-09-05,2025-09-09,330.73,TRK32954
32955,32955,3,2022-02-20,2022-02-23,481.71,TRK32955
32956,32956,20,2022-11-13,2022-11-20,286.62,TRK32956
32957,32957,20,2022-11-30,2022-12-10,218.1,TRK32957
32958,32958,12,2022-10-06,2022-10-11,108.07,TRK32958
32959,32959,15,2022-02-05,2022-02-11,161.55,TRK32959
32960,32960,8,2025-11-29,2025-12-05,222.57,TRK32960
32961,32961,11,2022-04-08,2022-04-18,324.1,TRK32961
32962,32962,4,2024-01-18,2024-01-23,422.38,TRK32962
32963,32963,2,2025-05-02,2025-05-10,137.32,TRK32963
32964,32964,7,2025-11-24,2025-11-26,187.53,TRK32964
32965,32965,14,2024-02-10,2024-02-14,166.55,TRK32965
32966,32966,4,2026-03-24,2026-04-02,355.85,TRK32966
32967,32967,4,2026-01-26,2026-02-01,54.54,TRK32967
32968,32968,18,2025-01-22,2025-02-01,418.77,TRK32968
32969,32969,4,2024-06-04,2024-06-06,144.44,TRK32969
32970,32970,4,2024-08-18,2024-08-22,152.85,TRK32970
32971,32971,17,2024-04-02,2024-04-03,455.11,TRK32971
32972,32972,14,2026-02-12,2026-02-19,90.61,TRK32972
32973,32973,15,2026-02-14,2026-02-19,121.02,TRK32973
32974,32974,16,2024-08-27,2024-09-04,51.01,TRK32974
32975,32975,15,2024-12-29,2025-01-04,416.78,TRK32975
32976,32976,13,2023-07-04,2023-07-06,373.26,TRK32976
32977,32977,4,2022-09-02,2022-09-09,452.39,TRK32977
32978,32978,12,2025-05-31,2025-06-07,24.91,TRK32978
32979,32979,3,2024-07-04,2024-07-05,227.77,TRK32979
32980,32980,1,2022-04-30,2022-05-02,123.24,TRK32980
32981,32981,5,2024-08-03,2024-08-09,375.15,TRK32981
32982,32982,3,2023-03-27,2023-04-01,358.83,TRK32982
32983,32983,18,2022-05-23,2022-06-01,450.58,TRK32983
32984,32984,16,2023-06-27,2023-06-30,379.94,TRK32984
32985,32985,9,2024-02-17,2024-02-25,332.36,TRK32985
32986,32986,7,2023-08-31,2023-09-03,426.05,TRK32986
32987,32987,1,2023-10-24,2023-10-29,229.2,TRK32987
32988,32988,17,2026-04-17,2026-04-19,300.08,TRK32988
32989,32989,18,2024-04-28,2024-05-02,360.67,TRK32989
32990,32990,17,2022-10-15,2022-10-17,367.27,TRK32990
32991,32991,16,2024-08-19,2024-08-26,327.7,TRK32991
32992,32992,18,2024-07-17,2024-07-21,227.84,TRK32992
32993,32993,9,2022-09-08,2022-09-10,390.89,TRK32993
32994,32994,4,2022-06-09,2022-06-11,248.11,TRK32994
32995,32995,7,2024-07-22,2024-07-27,386.53,TRK32995
32996,32996,11,2025-11-06,2025-11-14,204.35,TRK32996
32997,32997,8,2022-10-23,2022-10-25,69.87,TRK32997
32998,32998,15,2025-10-26,2025-10-27,268.87,TRK32998
32999,32999,18,2026-01-04,2026-01-14,176.62,TRK32999
33000,33000,2,2025-07-29,2025-08-08,306.7,TRK33000
33001,33001,4,2023-08-19,2023-08-28,159.61,TRK33001
33002,33002,12,2022-09-26,2022-10-02,66.65,TRK33002
33003,33003,17,2025-12-31,2026-01-05,168.24,TRK33003
33004,33004,8,2023-09-08,2023-09-11,262.23,TRK33004
33005,33005,20,2023-12-06,2023-12-14,35.1,TRK33005
33006,33006,13,2024-02-21,2024-02-23,215.81,TRK33006
33007,33007,1,2022-12-18,2022-12-19,434.44,TRK33007
33008,33008,12,2025-11-27,2025-12-06,81.08,TRK33008
33009,33009,13,2023-11-22,2023-11-24,475.9,TRK33009
33010,33010,2,2022-04-18,2022-04-26,390.17,TRK33010
33011,33011,10,2024-10-17,2024-10-25,284.37,TRK33011
33012,33012,2,2024-06-16,2024-06-26,494.96,TRK33012
33013,33013,10,2026-02-16,2026-02-19,328.23,TRK33013
33014,33014,3,2022-09-26,2022-09-29,314.72,TRK33014
33015,33015,18,2024-06-02,2024-06-08,274.57,TRK33015
33016,33016,16,2024-03-18,2024-03-24,332.52,TRK33016
33017,33017,18,2026-02-13,2026-02-15,475.35,TRK33017
33018,33018,14,2025-11-12,2025-11-14,228.23,TRK33018
33019,33019,17,2022-11-15,2022-11-17,237.4,TRK33019
33020,33020,18,2023-03-08,2023-03-12,83.07,TRK33020
33021,33021,8,2025-03-12,2025-03-20,368.12,TRK33021
33022,33022,17,2024-07-30,2024-08-08,368.17,TRK33022
33023,33023,1,2024-12-29,2025-01-06,212.69,TRK33023
33024,33024,3,2024-09-11,2024-09-12,298.32,TRK33024
33025,33025,8,2025-04-11,2025-04-12,209.37,TRK33025
33026,33026,3,2022-11-07,2022-11-12,306.16,TRK33026
33027,33027,11,2023-01-30,2023-02-02,328.57,TRK33027
33028,33028,17,2026-05-03,2026-05-08,225.99,TRK33028
33029,33029,1,2025-11-24,2025-11-29,323.1,TRK33029
33030,33030,15,2023-09-25,2023-10-01,489.05,TRK33030
33031,33031,4,2023-07-14,2023-07-18,72.81,TRK33031
33032,33032,13,2026-02-21,2026-03-03,203.95,TRK33032
33033,33033,5,2023-05-22,2023-05-24,209.03,TRK33033
33034,33034,8,2022-04-17,2022-04-20,492.61,TRK33034
33035,33035,20,2026-05-02,2026-05-10,50.98,TRK33035
33036,33036,10,2022-08-20,2022-08-22,212.76,TRK33036
33037,33037,5,2026-04-30,2026-05-04,98.59,TRK33037
33038,33038,18,2026-04-27,2026-05-07,490.82,TRK33038
33039,33039,16,2024-06-08,2024-06-15,156.72,TRK33039
33040,33040,11,2024-07-27,2024-08-05,209.99,TRK33040
33041,33041,13,2022-09-25,2022-10-04,393.7,TRK33041
33042,33042,11,2025-06-07,2025-06-14,258.57,TRK33042
33043,33043,15,2024-01-27,2024-02-04,474.39,TRK33043
33044,33044,6,2024-02-26,2024-03-03,384.49,TRK33044
33045,33045,7,2022-08-03,2022-08-13,460.31,TRK33045
33046,33046,5,2026-02-17,2026-02-23,288.24,TRK33046
33047,33047,2,2026-03-24,2026-03-25,376.35,TRK33047
33048,33048,16,2026-04-21,2026-05-01,492.62,TRK33048
33049,33049,7,2022-07-30,2022-08-05,93.5,TRK33049
33050,33050,17,2025-03-30,2025-04-06,123.0,TRK33050
33051,33051,12,2024-08-15,2024-08-25,247.03,TRK33051
33052,33052,7,2023-03-15,2023-03-25,216.19,TRK33052
33053,33053,4,2023-05-29,2023-06-08,470.08,TRK33053
33054,33054,6,2024-11-20,2024-11-21,457.85,TRK33054
33055,33055,14,2025-03-19,2025-03-23,203.6,TRK33055
33056,33056,19,2025-01-01,2025-01-10,204.78,TRK33056
33057,33057,10,2022-06-27,2022-07-03,220.52,TRK33057
33058,33058,18,2024-09-21,2024-09-29,132.03,TRK33058
33059,33059,2,2023-10-07,2023-10-17,132.9,TRK33059
33060,33060,13,2023-03-04,2023-03-07,345.5,TRK33060
33061,33061,19,2023-11-18,2023-11-26,59.86,TRK33061
33062,33062,5,2025-07-06,2025-07-11,496.25,TRK33062
33063,33063,12,2023-03-05,2023-03-07,254.85,TRK33063
33064,33064,14,2024-07-30,2024-08-04,71.95,TRK33064
33065,33065,1,2024-11-05,2024-11-07,494.24,TRK33065
33066,33066,7,2025-10-19,2025-10-29,460.21,TRK33066
33067,33067,4,2022-07-13,2022-07-22,228.79,TRK33067
33068,33068,15,2025-02-12,2025-02-18,434.9,TRK33068
33069,33069,5,2026-03-14,2026-03-24,216.44,TRK33069
33070,33070,13,2025-09-27,2025-09-30,192.29,TRK33070
33071,33071,7,2025-09-29,2025-10-05,492.28,TRK33071
33072,33072,6,2025-11-28,2025-12-07,36.53,TRK33072
33073,33073,16,2022-08-13,2022-08-14,96.96,TRK33073
33074,33074,12,2024-03-15,2024-03-20,197.73,TRK33074
33075,33075,10,2022-11-17,2022-11-24,164.35,TRK33075
33076,33076,12,2025-09-19,2025-09-28,395.09,TRK33076
33077,33077,14,2025-09-19,2025-09-22,444.67,TRK33077
33078,33078,4,2024-09-15,2024-09-20,285.56,TRK33078
33079,33079,1,2026-03-03,2026-03-07,34.07,TRK33079
33080,33080,19,2025-12-10,2025-12-11,72.14,TRK33080
33081,33081,8,2025-06-29,2025-07-04,414.55,TRK33081
33082,33082,17,2022-05-24,2022-06-03,387.57,TRK33082
33083,33083,4,2024-06-06,2024-06-16,279.69,TRK33083
33084,33084,2,2025-10-21,2025-10-26,373.45,TRK33084
33085,33085,9,2022-03-05,2022-03-08,240.0,TRK33085
33086,33086,4,2023-06-12,2023-06-21,479.38,TRK33086
33087,33087,10,2024-01-26,2024-01-29,482.21,TRK33087
33088,33088,20,2023-12-28,2023-12-30,389.05,TRK33088
33089,33089,9,2022-01-19,2022-01-20,332.7,TRK33089
33090,33090,7,2022-06-03,2022-06-08,315.01,TRK33090
33091,33091,16,2024-11-18,2024-11-19,44.94,TRK33091
33092,33092,7,2025-09-10,2025-09-18,84.98,TRK33092
33093,33093,11,2026-04-06,2026-04-08,398.75,TRK33093
33094,33094,2,2023-08-22,2023-08-24,189.0,TRK33094
33095,33095,9,2025-06-27,2025-07-06,369.01,TRK33095
33096,33096,19,2024-02-25,2024-02-26,73.19,TRK33096
33097,33097,10,2022-05-10,2022-05-14,47.61,TRK33097
33098,33098,7,2022-07-06,2022-07-15,77.43,TRK33098
33099,33099,2,2026-01-10,2026-01-18,443.41,TRK33099
33100,33100,13,2024-04-03,2024-04-11,384.21,TRK33100
33101,33101,11,2026-05-16,2026-05-26,171.81,TRK33101
33102,33102,11,2022-06-25,2022-07-04,433.37,TRK33102
33103,33103,8,2024-04-08,2024-04-14,309.42,TRK33103
33104,33104,12,2024-12-20,2024-12-25,486.33,TRK33104
33105,33105,18,2022-08-15,2022-08-18,223.57,TRK33105
33106,33106,2,2025-02-23,2025-03-01,285.26,TRK33106
33107,33107,18,2024-01-21,2024-01-23,263.87,TRK33107
33108,33108,18,2026-01-12,2026-01-21,326.21,TRK33108
33109,33109,14,2026-01-14,2026-01-16,299.85,TRK33109
33110,33110,7,2024-07-13,2024-07-21,155.49,TRK33110
33111,33111,1,2025-10-18,2025-10-19,440.6,TRK33111
33112,33112,4,2024-07-18,2024-07-26,483.35,TRK33112
33113,33113,2,2024-09-17,2024-09-25,174.12,TRK33113
33114,33114,3,2024-10-31,2024-11-04,318.22,TRK33114
33115,33115,6,2022-09-09,2022-09-12,119.6,TRK33115
33116,33116,7,2022-02-21,2022-02-24,69.33,TRK33116
33117,33117,16,2024-07-31,2024-08-08,486.91,TRK33117
33118,33118,1,2022-04-30,2022-05-02,316.32,TRK33118
33119,33119,10,2022-07-13,2022-07-23,459.9,TRK33119
33120,33120,14,2023-02-26,2023-03-08,90.76,TRK33120
33121,33121,14,2023-01-24,2023-02-01,480.56,TRK33121
33122,33122,7,2023-08-27,2023-08-29,124.88,TRK33122
33123,33123,10,2022-09-15,2022-09-16,54.11,TRK33123
33124,33124,20,2024-04-01,2024-04-10,257.52,TRK33124
33125,33125,4,2023-01-20,2023-01-30,327.72,TRK33125
33126,33126,9,2023-11-13,2023-11-20,296.12,TRK33126
33127,33127,14,2025-06-16,2025-06-25,153.08,TRK33127
33128,33128,18,2022-10-14,2022-10-16,45.75,TRK33128
33129,33129,7,2024-07-03,2024-07-04,49.4,TRK33129
33130,33130,17,2025-05-21,2025-05-29,258.23,TRK33130
33131,33131,15,2023-06-15,2023-06-23,153.38,TRK33131
33132,33132,11,2022-05-31,2022-06-01,275.3,TRK33132
33133,33133,12,2026-02-07,2026-02-09,239.61,TRK33133
33134,33134,3,2022-11-28,2022-12-02,274.01,TRK33134
33135,33135,4,2023-08-10,2023-08-15,49.79,TRK33135
33136,33136,19,2025-04-15,2025-04-23,236.39,TRK33136
33137,33137,13,2022-03-11,2022-03-17,95.15,TRK33137
33138,33138,17,2024-03-27,2024-03-30,173.83,TRK33138
33139,33139,19,2022-01-06,2022-01-16,257.47,TRK33139
33140,33140,15,2022-07-19,2022-07-29,236.02,TRK33140
33141,33141,8,2026-01-16,2026-01-24,479.51,TRK33141
33142,33142,5,2025-11-11,2025-11-19,207.12,TRK33142
33143,33143,14,2025-12-02,2025-12-11,430.75,TRK33143
33144,33144,7,2025-06-23,2025-07-01,465.17,TRK33144
33145,33145,17,2024-08-30,2024-09-09,423.62,TRK33145
33146,33146,12,2025-07-08,2025-07-17,69.18,TRK33146
33147,33147,3,2023-02-23,2023-02-24,283.92,TRK33147
33148,33148,7,2023-10-13,2023-10-17,350.27,TRK33148
33149,33149,10,2025-11-23,2025-11-30,367.85,TRK33149
33150,33150,9,2025-05-31,2025-06-07,318.55,TRK33150
33151,33151,4,2026-03-26,2026-03-28,255.02,TRK33151
33152,33152,14,2023-08-14,2023-08-23,194.66,TRK33152
33153,33153,19,2025-12-23,2025-12-26,152.68,TRK33153
33154,33154,17,2022-05-08,2022-05-10,439.81,TRK33154
33155,33155,7,2025-10-09,2025-10-11,214.79,TRK33155
33156,33156,4,2022-04-02,2022-04-07,340.95,TRK33156
33157,33157,12,2025-01-26,2025-01-31,355.39,TRK33157
33158,33158,9,2023-09-06,2023-09-15,76.44,TRK33158
33159,33159,9,2024-04-04,2024-04-14,22.22,TRK33159
33160,33160,11,2024-01-18,2024-01-19,219.42,TRK33160
33161,33161,6,2024-08-07,2024-08-08,58.66,TRK33161
33162,33162,9,2022-07-17,2022-07-22,27.03,TRK33162
33163,33163,3,2024-07-02,2024-07-08,119.6,TRK33163
33164,33164,15,2022-05-12,2022-05-15,22.1,TRK33164
33165,33165,17,2022-08-28,2022-09-07,33.65,TRK33165
33166,33166,17,2022-10-08,2022-10-16,299.86,TRK33166
33167,33167,14,2025-10-17,2025-10-25,489.71,TRK33167
33168,33168,1,2022-08-19,2022-08-23,294.76,TRK33168
33169,33169,6,2025-05-05,2025-05-15,498.72,TRK33169
33170,33170,17,2024-05-02,2024-05-11,295.48,TRK33170
33171,33171,18,2022-07-24,2022-07-31,327.95,TRK33171
33172,33172,18,2022-01-14,2022-01-16,408.51,TRK33172
