return_id,order_id,product_id,return_date,reason,refund_amount
1055,14176,1126,2022-05-11,Quality Issue,8327.7
1056,14190,1030,2024-08-25,Quality Issue,95435.11
1057,14195,1207,2024-08-13,Quality Issue,23823.57
1058,14201,1898,2023-07-28,Quality Issue,59973.44
1059,14213,973,2024-07-21,Quality Issue,141643.42
1060,14276,599,2026-05-14,Quality Issue,99507.98
1061,14276,356,2026-05-14,Quality Issue,87890.28
1062,14284,1853,2026-05-07,Quality Issue,133017.73
1063,14289,1616,2023-11-24,Quality Issue,25681.56
1064,14292,25,2024-05-13,Quality Issue,53787.36
1065,14302,806,2022-11-15,Quality Issue,111631.42
1066,14322,886,2022-07-11,Quality Issue,58677.1
1067,14330,419,2025-05-15,Quality Issue,20797.28
1068,14343,1842,2022-11-09,Quality Issue,38146.82
1069,14352,375,2022-06-23,Quality Issue,39560.9
1070,14356,659,2022-01-03,Quality Issue,67243.6
1071,14362,364,2024-03-16,Quality Issue,44358.29
1072,14362,1007,2024-03-16,Quality Issue,29372.32
1073,14362,978,2024-03-16,Quality Issue,51493.54
1074,14375,135,2026-02-11,Quality Issue,119889.05
1075,14412,565,2022-05-18,Quality Issue,33727.58
1076,14432,141,2023-11-05,Quality Issue,70218.11
1077,14466,1054,2025-12-02,Quality Issue,34447.73
1078,14480,324,2022-04-16,Quality Issue,42427.54
1079,14481,773,2022-04-14,Quality Issue,54823.82
1080,14499,896,2024-10-18,Quality Issue,69995.63
1081,14534,1477,2024-01-24,Quality Issue,49716.86
1082,14554,1176,2023-02-04,Quality Issue,24109.78
1083,14582,630,2025-10-21,Quality Issue,112676.62
1084,14622,617,2025-12-21,Quality Issue,11047.92
1085,14632,762,2024-09-10,Quality Issue,94507.63
1086,14644,440,2026-04-25,Quality Issue,8906.4
1087,14648,420,2025-09-10,Quality Issue,26671.66
1088,14669,121,2025-01-31,Quality Issue,16620.22
1089,14680,1819,2022-02-01,Quality Issue,103725.72
1090,14691,568,2022-11-15,Quality Issue,54303.44
1091,14698,1130,2023-03-22,Quality Issue,39640.54
1092,14709,1682,2023-06-16,Quality Issue,22084.72
1093,14721,1866,2025-12-13,Quality Issue,36872.64
1094,14732,1848,2025-03-24,Quality Issue,37139.42
1095,14733,1726,2023-11-28,Quality Issue,16155.36
1096,14749,1180,2023-08-21,Quality Issue,47195.1
1097,14768,1675,2022-09-27,Quality Issue,28057.0
1098,14778,803,2022-03-14,Quality Issue,47177.02
1099,14801,271,2024-09-20,Quality Issue,75177.92
1100,14814,1513,2024-04-14,Quality Issue,32861.31
1101,14821,1691,2022-06-29,Quality Issue,1588.48
1102,14832,1791,2025-11-20,Quality Issue,106788.48
1103,14878,1429,2023-01-09,Quality Issue,18978.06
1104,14885,7,2024-01-24,Quality Issue,8706.46
1105,14887,1299,2022-01-05,Quality Issue,27305.26
1106,14889,1502,2024-09-13,Quality Issue,23663.3
1107,14942,1134,2025-10-22,Quality Issue,8992.91
1108,14953,575,2022-02-24,Quality Issue,679.54
1109,14960,1177,2025-09-01,Quality Issue,29379.14
1110,14963,1491,2026-05-03,Quality Issue,114495.84
1111,14965,479,2022-05-09,Quality Issue,65784.03
1112,14997,1180,2026-05-03,Quality Issue,70819.97
1113,14997,833,2026-05-03,Quality Issue,44365.82
1114,15003,1032,2024-11-26,Quality Issue,100116.32
1115,15006,1136,2025-02-21,Quality Issue,25569.09
1116,15040,681,2024-02-23,Quality Issue,11174.35
1117,15047,1364,2026-03-03,Quality Issue,111417.05
1118,15064,1355,2023-12-13,Quality Issue,154954.08
1119,15077,1225,2023-09-27,Quality Issue,35617.66
1120,15079,678,2022-01-15,Quality Issue,53961.86
1121,15139,1099,2023-03-23,Quality Issue,13303.36
1122,15142,1122,2023-01-09,Quality Issue,34559.23
1123,15146,1200,2022-10-02,Quality Issue,3024.37
1124,15182,675,2022-12-17,Quality Issue,119703.84
1125,15193,1173,2024-12-15,Quality Issue,7746.4
1126,15194,1174,2024-09-06,Quality Issue,112233.0
1127,15228,557,2025-04-03,Quality Issue,134273.82
1128,15234,29,2023-07-26,Quality Issue,24036.69
1129,15234,1430,2023-07-26,Quality Issue,37187.7
1130,15243,71,2024-02-06,Quality Issue,61080.77
1131,15245,180,2024-05-15,Quality Issue,121815.49
1132,15246,1281,2025-09-25,Quality Issue,53381.09
1133,15271,379,2025-02-11,Quality Issue,86444.98
1134,15289,1907,2026-02-13,Quality Issue,71538.18
1135,15321,911,2023-04-12,Quality Issue,34813.47
1136,15353,437,2024-11-16,Quality Issue,32020.52
1137,15368,36,2022-08-20,Quality Issue,64396.35
1138,15369,1052,2025-11-25,Quality Issue,111427.18
1139,15371,1127,2022-03-24,Quality Issue,87921.38
1140,15373,12,2022-10-12,Quality Issue,71257.63
1141,15385,1772,2024-12-02,Quality Issue,139377.47
1142,15392,593,2025-10-21,Quality Issue,30125.71
1143,15395,291,2024-12-05,Quality Issue,1101.5
1144,15402,799,2023-08-28,Quality Issue,79950.77
1145,15423,1882,2025-10-28,Quality Issue,21567.02
1146,15456,1591,2022-04-08,Quality Issue,89899.2
1147,15463,1202,2025-08-02,Quality Issue,6493.7
1148,15465,138,2025-09-05,Quality Issue,88666.21
1149,15486,1930,2024-10-22,Quality Issue,1800.67
1150,15508,1596,2024-11-25,Quality Issue,37137.44
1151,15523,1664,2026-01-03,Quality Issue,21152.3
1152,15534,517,2022-01-11,Quality Issue,92036.5
1153,15541,1858,2026-01-27,Quality Issue,84420.9
1154,15554,1512,2023-11-14,Quality Issue,11696.98
1155,15561,437,2023-02-14,Quality Issue,58242.78
1156,15572,1773,2025-03-06,Quality Issue,115374.91
1157,15593,278,2023-08-03,Quality Issue,73862.02
1158,15596,242,2024-07-11,Quality Issue,3616.03
1159,15599,1804,2024-12-04,Quality Issue,8891.06
1160,15602,287,2025-12-30,Quality Issue,102141.22
1161,15613,1560,2022-12-28,Quality Issue,82883.07
1162,15616,258,2026-05-15,Quality Issue,69858.4
1163,15662,1815,2023-06-03,Quality Issue,27835.31
1164,15671,139,2023-03-28,Quality Issue,36458.4
1165,15692,1498,2023-04-24,Quality Issue,26857.57
1166,15705,1974,2023-11-17,Quality Issue,92417.04
1167,15718,1743,2024-09-27,Quality Issue,17146.94
1168,15730,951,2023-09-28,Quality Issue,66340.8
1169,15730,1806,2023-09-28,Quality Issue,1384.31
1170,15745,1216,2023-10-20,Quality Issue,155310.37
1171,15761,338,2024-09-03,Quality Issue,62627.58
1172,15809,1125,2024-06-13,Quality Issue,21259.62
1173,15819,1913,2025-11-17,Quality Issue,31009.54
1174,15833,1205,2022-06-24,Quality Issue,57483.39
1175,15839,1553,2025-04-16,Quality Issue,81130.75
1176,15843,468,2022-05-16,Quality Issue,92976.32
1177,15850,1419,2025-10-21,Quality Issue,103969.18
1178,15908,1056,2024-11-26,Quality Issue,52709.59
1179,15929,1833,2026-01-13,Quality Issue,8247.26
1180,15933,1717,2023-06-07,Quality Issue,39643.02
1181,15948,1394,2022-12-01,Quality Issue,16627.66
1182,15952,1996,2022-10-12,Quality Issue,106749.34
1183,15960,1714,2025-11-26,Quality Issue,32342.39
1184,15973,654,2024-09-15,Quality Issue,47541.28
1185,15980,1020,2024-07-02,Quality Issue,72530.56
1186,15993,757,2024-11-06,Quality Issue,40465.92
1187,15998,297,2024-08-21,Quality Issue,22761.86
1188,16016,1340,2025-03-12,Quality Issue,105428.42
1189,16037,1899,2023-03-09,Quality Issue,33963.7
1190,16046,274,2025-04-23,Quality Issue,124783.81
1191,16066,1916,2023-05-11,Quality Issue,10974.22
1192,16087,97,2024-03-17,Quality Issue,4407.37
1193,16094,40,2023-01-01,Quality Issue,56789.04
1194,16098,80,2023-12-29,Quality Issue,23461.9
1195,16127,513,2023-09-13,Quality Issue,54963.0
1196,16150,1455,2025-05-14,Quality Issue,5104.34
1197,16222,1083,2023-03-04,Quality Issue,89725.97
1198,16232,1472,2024-06-14,Quality Issue,18849.71
1199,16234,1564,2024-02-22,Quality Issue,69537.34
1200,16254,1268,2022-08-13,Quality Issue,42338.53
1201,16267,612,2023-08-01,Quality Issue,25787.04
1202,16269,532,2022-06-17,Quality Issue,143462.91
1203,16307,1355,2022-09-28,Quality Issue,59669.09
1204,16329,256,2024-10-07,Quality Issue,79446.02
1205,16333,466,2025-03-11,Quality Issue,12665.57
1206,16336,243,2023-09-13,Quality Issue,64810.69
1207,16341,490,2025-06-25,Quality Issue,63256.78
1208,16354,1430,2025-11-29,Quality Issue,61261.9
1209,16356,884,2022-01-15,Quality Issue,153.14
1210,16362,701,2025-09-30,Quality Issue,57199.46
1211,16380,154,2024-12-21,Quality Issue,95097.72
1212,16393,1805,2022-08-23,Quality Issue,124874.27
1213,16420,180,2026-02-06,Quality Issue,12492.67
1214,16513,1220,2025-03-17,Quality Issue,35574.18
1215,16561,596,2023-03-27,Quality Issue,3672.21
1216,16566,524,2025-04-08,Quality Issue,21418.88
1217,16566,751,2025-04-08,Quality Issue,45338.38
1218,16576,618,2023-09-14,Quality Issue,22395.53
1219,16614,1693,2025-01-29,Quality Issue,4712.31
1220,16621,1039,2024-06-24,Quality Issue,23249.79
1221,16629,126,2025-06-18,Quality Issue,36320.29
1222,16638,1159,2026-02-23,Quality Issue,155127.78
1223,16677,550,2024-04-29,Quality Issue,73107.36
1224,16693,754,2025-01-16,Quality Issue,41921.11
1225,16708,1675,2025-05-03,Quality Issue,27193.3
1226,16734,38,2024-01-14,Quality Issue,34874.81
1227,16755,457,2025-07-23,Quality Issue,75456.42
1228,16791,1816,2023-01-05,Quality Issue,42986.64
1229,16812,1928,2024-02-23,Quality Issue,16197.1
1230,16832,1613,2022-07-14,Quality Issue,78753.58
1231,16839,89,2024-07-03,Quality Issue,53622.42
1232,16841,717,2025-05-18,Quality Issue,92233.85
1233,16851,1055,2023-10-17,Quality Issue,153702.46
1234,16862,1047,2025-07-29,Quality Issue,14192.77
1235,16874,562,2022-04-29,Quality Issue,14077.81
1236,16881,1893,2025-07-18,Quality Issue,12844.9
1237,16900,505,2022-04-14,Quality Issue,38898.5
1238,16911,1614,2024-07-22,Quality Issue,94550.82
1239,16929,1151,2025-10-25,Quality Issue,31741.91
1240,16930,328,2026-05-15,Quality Issue,39874.32
1241,16933,1381,2022-12-13,Quality Issue,5762.84
1242,16944,1475,2022-09-14,Quality Issue,39409.71
1243,16945,470,2022-09-26,Quality Issue,77545.95
1244,16967,1455,2022-04-10,Quality Issue,29198.28
1245,17016,459,2024-12-20,Quality Issue,12157.8
1246,17041,1071,2022-05-07,Quality Issue,801.43
1247,17074,846,2022-05-17,Quality Issue,52054.49
1248,17076,284,2023-10-24,Quality Issue,21884.83
1249,17096,873,2026-01-06,Quality Issue,155402.72
1250,17107,1223,2024-01-05,Quality Issue,32132.85
1251,17109,1184,2022-12-31,Quality Issue,40525.12
1252,17109,1889,2022-12-31,Quality Issue,46373.76
1253,17110,1801,2023-12-09,Quality Issue,27508.22
1254,17115,636,2024-01-08,Quality Issue,118085.23
1255,17122,1209,2026-01-11,Quality Issue,35640.15
1256,17127,1501,2024-05-25,Quality Issue,8952.46
1257,17140,1882,2023-12-27,Quality Issue,26227.57
1258,17143,1862,2023-04-01,Quality Issue,109266.5
1259,17180,333,2024-01-31,Quality Issue,107773.98
1260,17184,1305,2022-07-25,Quality Issue,16500.78
1261,17186,268,2024-02-19,Quality Issue,24972.72
1262,17203,1533,2023-12-06,Quality Issue,16410.67
1263,17228,137,2026-02-18,Quality Issue,50724.9
1264,17259,1195,2022-02-03,Quality Issue,39363.66
1265,17264,1847,2023-10-16,Quality Issue,5824.8
1266,17298,960,2025-06-13,Quality Issue,15899.68
1267,17384,597,2022-01-24,Quality Issue,25535.16
1268,17392,1241,2025-07-18,Quality Issue,43786.13
1269,17407,738,2023-03-07,Quality Issue,138186.53
1270,17415,1344,2025-05-10,Quality Issue,26830.42
1271,17421,301,2023-06-25,Quality Issue,39834.6
1272,17438,619,2025-10-29,Quality Issue,24473.14
1273,17464,673,2022-11-24,Quality Issue,20756.83
1274,17478,1499,2022-07-10,Quality Issue,43498.92
1275,17516,80,2024-05-24,Quality Issue,157807.2
1276,17520,1268,2026-04-26,Quality Issue,19552.38
1277,17523,1771,2024-10-08,Quality Issue,14309.42
1278,17523,1948,2024-10-08,Quality Issue,28519.3
1279,17542,1101,2025-05-22,Quality Issue,37871.76
1280,17569,882,2024-07-12,Quality Issue,71792.59
1281,17596,325,2025-06-10,Quality Issue,21370.24
1282,17598,906,2025-06-01,Quality Issue,34667.55
1283,17602,1757,2024-07-18,Quality Issue,3320.42
1284,17603,1092,2026-05-20,Quality Issue,4902.37
1285,17609,127,2025-06-10,Quality Issue,115649.35
1286,17653,213,2024-05-17,Quality Issue,76078.21
1287,17665,1155,2025-03-23,Quality Issue,25787.51
1288,17670,793,2024-01-24,Quality Issue,6626.61
1289,17670,422,2024-01-24,Quality Issue,22000.06
1290,17680,1518,2022-10-02,Quality Issue,143595.36
1291,17698,1426,2022-02-09,Quality Issue,104381.18
1292,17701,1661,2023-08-08,Quality Issue,9271.3
1293,17702,774,2023-02-10,Quality Issue,1368.36
1294,17705,121,2022-10-06,Quality Issue,36255.22
1295,17705,1034,2022-10-06,Quality Issue,31575.22
1296,17709,1745,2024-04-17,Quality Issue,8399.3
1297,17721,117,2026-04-06,Quality Issue,98136.64
1298,17728,1864,2022-04-17,Quality Issue,18607.11
1299,17733,899,2023-10-27,Quality Issue,5683.33
1300,17741,1567,2024-12-29,Quality Issue,4232.64
1301,17746,874,2024-01-07,Quality Issue,96464.59
1302,17750,929,2025-08-12,Quality Issue,41931.26
1303,17761,1588,2023-11-06,Quality Issue,7862.67
1304,17769,82,2024-05-02,Quality Issue,39684.46
1305,17808,1633,2024-06-16,Quality Issue,153609.28
1306,17827,1945,2025-04-27,Quality Issue,12628.37
1307,17849,1415,2024-11-06,Quality Issue,66034.85
1308,17872,531,2025-01-12,Quality Issue,66896.59
1309,17899,1711,2024-09-27,Quality Issue,14913.65
1310,17912,1549,2023-02-26,Quality Issue,135766.24
1311,17923,557,2023-01-20,Quality Issue,29349.94
1312,17923,1862,2023-01-20,Quality Issue,41059.17
1313,17924,1065,2022-03-11,Quality Issue,29523.78
1314,17927,1153,2025-11-15,Quality Issue,51219.09
1315,17927,337,2025-11-15,Quality Issue,18775.52
1316,17942,1293,2022-11-05,Quality Issue,107227.58
1317,17958,1103,2024-11-24,Quality Issue,36022.64
1318,17992,1787,2024-04-18,Quality Issue,30856.91
1319,18006,819,2025-04-14,Quality Issue,780.3
1320,18022,1517,2023-09-12,Quality Issue,61989.79
1321,18023,1108,2023-04-08,Quality Issue,5432.4
1322,18028,1770,2022-02-23,Quality Issue,54660.7
1323,18052,781,2022-10-20,Quality Issue,70850.13
1324,18084,744,2022-01-21,Quality Issue,72567.78
1325,18088,75,2024-08-05,Quality Issue,77927.33
1326,18110,1506,2024-04-04,Quality Issue,5266.25
1327,18124,741,2022-12-16,Quality Issue,88021.63
1328,18130,783,2025-02-18,Quality Issue,15629.55
1329,18132,102,2023-12-30,Quality Issue,73459.39
1330,18132,1968,2023-12-30,Quality Issue,24759.91
1331,18134,547,2025-08-12,Quality Issue,38781.02
1332,18153,249,2023-01-17,Quality Issue,76641.49
1333,18156,542,2025-05-21,Quality Issue,2080.37
1334,18186,1812,2023-05-06,Quality Issue,70450.77
1335,18187,250,2022-05-25,Quality Issue,5055.62
1336,18206,1101,2025-03-23,Quality Issue,33062.86
1337,18222,1440,2025-07-07,Quality Issue,13739.03
1338,18223,918,2026-04-11,Quality Issue,25627.78
1339,18248,561,2022-09-28,Quality Issue,12101.3
1340,18255,883,2025-05-19,Quality Issue,133692.54
1341,18280,1530,2022-09-19,Quality Issue,7286.91
1342,18293,376,2025-03-04,Quality Issue,113744.48
1343,18309,1934,2023-04-09,Quality Issue,116526.02
1344,18324,1888,2022-11-08,Quality Issue,53221.33
1345,18330,1347,2022-03-18,Quality Issue,105324.82
1346,18350,1183,2023-02-27,Quality Issue,59672.8
1347,18360,296,2025-12-08,Quality Issue,68733.06
1348,18413,681,2022-06-30,Quality Issue,3874.56
1349,18417,954,2026-03-20,Quality Issue,82508.5
1350,18425,146,2023-02-11,Quality Issue,24681.3
1351,18449,1271,2023-03-25,Quality Issue,33361.37
1352,18462,1169,2025-06-06,Quality Issue,74655.43
1353,18484,336,2022-03-18,Quality Issue,35068.83
1354,18502,1392,2026-03-10,Quality Issue,60172.88
1355,18504,198,2023-07-03,Quality Issue,39590.06
1356,18515,433,2024-09-10,Quality Issue,79573.3
1357,18534,1250,2025-11-10,Quality Issue,15888.38
1358,18551,1130,2023-08-07,Quality Issue,1216.32
1359,18557,1277,2025-10-29,Quality Issue,102696.79
1360,18560,1915,2024-09-26,Quality Issue,29647.14
1361,18585,28,2024-10-17,Quality Issue,19944.64
1362,18617,546,2022-01-16,Quality Issue,77499.66
1363,18647,921,2024-12-13,Quality Issue,78305.02
1364,18652,1554,2024-04-15,Quality Issue,63823.71
1365,18659,462,2024-03-08,Quality Issue,24621.31
1366,18683,1113,2022-07-15,Quality Issue,50458.7
1367,18709,476,2025-03-06,Quality Issue,41557.94
1368,18717,668,2025-12-03,Quality Issue,23731.66
1369,18736,12,2023-05-08,Quality Issue,119477.22
1370,18741,457,2025-09-20,Quality Issue,3942.9
1371,18752,1217,2026-03-29,Quality Issue,28607.88
1372,18763,1525,2024-09-24,Quality Issue,152070.82
1373,18806,1950,2022-06-07,Quality Issue,29016.75
1374,18810,116,2025-11-22,Quality Issue,74812.16
1375,18817,1325,2024-06-24,Quality Issue,95541.44
1376,18829,1191,2023-05-02,Quality Issue,8711.58
1377,18852,1941,2023-06-29,Quality Issue,47067.62
1378,18852,619,2023-06-29,Quality Issue,7646.68
1379,18889,448,2025-09-07,Quality Issue,6067.65
1380,18900,470,2025-05-08,Quality Issue,97463.78
1381,18917,456,2022-01-15,Quality Issue,24375.6
1382,18923,526,2025-07-10,Quality Issue,34818.13
1383,18924,738,2024-09-24,Quality Issue,24251.3
1384,18940,1529,2024-01-25,Quality Issue,7685.02
1385,18944,632,2023-05-18,Quality Issue,104962.13
1386,18972,1051,2025-10-08,Quality Issue,87677.45
1387,18989,552,2026-03-27,Quality Issue,87135.74
1388,18995,81,2022-06-04,Quality Issue,38860.09
1389,19005,445,2025-04-12,Quality Issue,10592.5
1390,19008,599,2023-07-05,Quality Issue,8121.15
1391,19018,340,2024-06-08,Quality Issue,24149.05
1392,19039,474,2022-02-24,Quality Issue,26633.64
1393,19053,1010,2023-08-09,Quality Issue,11339.64
1394,19074,1827,2024-07-03,Quality Issue,35226.79
1395,19082,1352,2023-08-06,Quality Issue,7165.76
1396,19096,208,2022-03-22,Quality Issue,8843.43
1397,19101,1351,2026-02-05,Quality Issue,12023.1
1398,19112,1373,2023-06-12,Quality Issue,96899.42
1399,19116,1367,2023-04-17,Quality Issue,89434.75
1400,19130,1596,2023-12-07,Quality Issue,95396.71
1401,19170,886,2026-05-04,Quality Issue,10110.65
1402,19180,1126,2024-11-25,Quality Issue,31011.78
1403,19188,978,2025-03-09,Quality Issue,13096.24
1404,19192,1215,2023-11-30,Quality Issue,26801.45
1405,19203,316,2024-01-22,Quality Issue,126904.35
1406,19211,642,2025-09-06,Quality Issue,105299.78
1407,19211,618,2025-09-06,Quality Issue,74384.4
1408,19218,593,2023-06-19,Quality Issue,7033.05
1409,19232,1775,2023-05-21,Quality Issue,69137.42
1410,19237,698,2025-09-10,Quality Issue,39833.98
1411,19243,5,2026-01-18,Quality Issue,65424.54
1412,19292,1848,2025-10-04,Quality Issue,29056.03
1413,19309,818,2026-05-05,Quality Issue,32439.9
1414,19330,1571,2023-09-17,Quality Issue,17837.95
1415,19357,737,2024-10-28,Quality Issue,37898.94
1416,19362,509,2024-09-22,Quality Issue,116007.79
1417,19421,1274,2023-01-17,Quality Issue,45971.58
1418,19437,205,2022-12-09,Quality Issue,22257.6
1419,19437,136,2022-12-09,Quality Issue,72809.26
1420,19463,36,2023-07-26,Quality Issue,12938.18
1421,19463,111,2023-07-26,Quality Issue,20530.37
1422,19482,371,2026-01-25,Quality Issue,37551.22
1423,19498,1760,2025-04-30,Quality Issue,30721.26
1424,19513,1214,2026-04-19,Quality Issue,2845.78
1425,19528,370,2022-09-09,Quality Issue,26873.98
1426,19537,1603,2023-08-28,Quality Issue,117831.84
1427,19559,1703,2023-04-02,Quality Issue,27502.3
1428,19571,694,2023-05-27,Quality Issue,2470.85
1429,19576,756,2023-04-13,Quality Issue,73507.04
1430,19584,543,2022-08-06,Quality Issue,40897.42
1431,19604,887,2023-03-06,Quality Issue,33491.14
1432,19611,1395,2022-08-16,Quality Issue,66492.32
1433,19641,1284,2025-10-10,Quality Issue,4753.41
1434,19702,1492,2026-01-06,Quality Issue,34676.64
1435,19706,1545,2026-03-04,Quality Issue,140583.01
1436,19717,713,2023-02-01,Quality Issue,86450.08
1437,19727,296,2025-04-17,Quality Issue,135825.92
1438,19727,1474,2025-04-17,Quality Issue,93952.42
1439,19727,576,2025-04-17,Quality Issue,55497.68
1440,19732,1376,2024-10-23,Quality Issue,72576.26
1441,19734,1022,2022-12-05,Quality Issue,17927.54
1442,19735,261,2022-01-15,Quality Issue,2291.6
1443,19739,183,2026-05-06,Quality Issue,51844.56
1444,19749,1313,2025-05-05,Quality Issue,51991.3
1445,19755,80,2024-04-30,Quality Issue,44664.0
1446,19756,708,2024-05-21,Quality Issue,34701.6
1447,19771,1086,2025-03-10,Quality Issue,34626.89
1448,19789,493,2023-03-22,Quality Issue,70815.46
1449,19797,1645,2024-03-11,Quality Issue,41988.86
1450,19805,565,2022-07-23,Quality Issue,159832.03
1451,19815,657,2025-10-24,Quality Issue,65207.02
1452,19818,1139,2025-05-24,Quality Issue,42134.46
1453,19819,1307,2025-11-24,Quality Issue,13103.75
1454,19833,1475,2025-05-05,Quality Issue,25794.46
1455,19854,1942,2025-08-20,Quality Issue,97418.98
1456,19857,964,2024-07-17,Quality Issue,42442.48
1457,19857,1328,2024-07-17,Quality Issue,55348.56
1458,19870,1986,2025-09-20,Quality Issue,63304.78
1459,19875,1942,2022-02-04,Quality Issue,76978.82
1460,19905,714,2024-02-17,Quality Issue,41765.22
1461,19907,354,2023-06-21,Quality Issue,4591.04
1462,19909,1952,2024-12-31,Quality Issue,132508.1
1463,19973,1163,2025-02-11,Quality Issue,17352.24
1464,19981,1184,2025-12-03,Quality Issue,99949.13
1465,20015,189,2024-01-07,Quality Issue,83466.36
1466,20020,998,2023-09-25,Quality Issue,39288.72
1467,20021,763,2022-11-22,Quality Issue,7190.9
1468,20034,1791,2024-10-22,Quality Issue,60602.76
1469,20036,278,2022-11-10,Quality Issue,128222.75
1470,20074,896,2024-05-26,Quality Issue,27725.14
1471,20081,904,2023-05-19,Quality Issue,70777.09
1472,20093,1396,2024-06-28,Quality Issue,1444.03
1473,20117,1682,2024-06-10,Quality Issue,3690.94
1474,20126,6,2023-04-06,Quality Issue,44031.49
1475,20151,1258,2023-08-20,Quality Issue,69126.59
1476,20162,378,2023-04-05,Quality Issue,22412.68
1477,20166,201,2025-02-01,Quality Issue,9087.74
1478,20194,1814,2024-05-29,Quality Issue,72777.89
1479,20200,184,2025-05-01,Quality Issue,40289.95
1480,20201,682,2024-10-21,Quality Issue,56933.15
1481,20205,189,2022-04-17,Quality Issue,100598.5
1482,20208,219,2023-12-28,Quality Issue,58454.96
1483,20263,1495,2023-11-08,Quality Issue,2004.91
1484,20275,704,2023-01-30,Quality Issue,100156.42
1485,20283,680,2022-11-07,Quality Issue,7177.39
1486,20311,870,2024-08-05,Quality Issue,108259.58
1487,20314,1101,2023-03-18,Quality Issue,21723.71
1488,20320,1777,2023-05-10,Quality Issue,4254.85
1489,20330,568,2025-02-11,Quality Issue,2619.69
1490,20340,1729,2025-01-07,Quality Issue,120101.34
1491,20353,188,2025-02-04,Quality Issue,115508.06
1492,20356,1351,2023-03-28,Quality Issue,83626.88
1493,20357,1039,2024-12-26,Quality Issue,21077.12
1494,20358,778,2022-09-21,Quality Issue,12965.98
1495,20364,1875,2026-01-10,Quality Issue,10581.25
1496,20377,1205,2025-06-14,Quality Issue,100592.74
1497,20399,1276,2025-10-18,Quality Issue,11977.2
1498,20408,1273,2026-03-28,Quality Issue,28103.6
1499,20425,833,2022-05-26,Quality Issue,41697.47
1500,20451,1178,2022-01-14,Quality Issue,52585.49
1501,20451,1985,2022-01-14,Quality Issue,75382.68
1502,20462,1092,2022-11-11,Quality Issue,30918.51
1503,20462,1086,2022-11-11,Quality Issue,34852.14
1504,20483,778,2025-03-01,Quality Issue,51550.98
1505,20500,1270,2024-02-02,Quality Issue,145071.23
1506,20507,1144,2023-01-03,Quality Issue,152835.42
1507,20518,161,2025-08-23,Quality Issue,6352.83
1508,20533,1286,2025-01-31,Quality Issue,41670.89
1509,20536,1939,2023-01-26,Quality Issue,58860.21
1510,20541,859,2023-05-04,Quality Issue,36477.9
1511,20544,1842,2026-03-24,Quality Issue,48953.41
1512,20557,1498,2025-02-13,Quality Issue,109368.98
1513,20557,1213,2025-02-13,Quality Issue,154438.21
1514,20559,1070,2025-05-12,Quality Issue,92524.49
1515,20566,139,2022-08-04,Quality Issue,1828.26
1516,20594,53,2025-10-09,Quality Issue,55137.36
1517,20600,332,2026-03-14,Quality Issue,9293.7
1518,20632,821,2024-01-23,Quality Issue,40064.21
1519,20640,792,2022-08-13,Quality Issue,61029.89
1520,20651,356,2024-11-02,Quality Issue,19398.79
1521,20684,1932,2025-11-20,Quality Issue,103304.58
1522,20698,997,2025-08-21,Quality Issue,4781.34
1523,20700,979,2022-06-06,Quality Issue,36575.35
1524,20736,1487,2023-01-11,Quality Issue,39868.54
1525,20738,215,2022-08-13,Quality Issue,92478.67
1526,20739,827,2026-02-21,Quality Issue,23924.48
1527,20743,759,2023-08-28,Quality Issue,102698.33
1528,20768,1271,2024-11-02,Quality Issue,44169.19
1529,20778,1050,2023-09-26,Quality Issue,1352.29
1530,20789,884,2024-05-06,Quality Issue,61410.34
1531,20797,1573,2024-04-11,Quality Issue,61110.31
1532,20832,306,2023-09-01,Quality Issue,99219.89
1533,20863,1839,2022-06-12,Quality Issue,37972.34
1534,20864,1423,2022-05-30,Quality Issue,39185.7
1535,20866,1044,2024-02-23,Quality Issue,20084.53
1536,20880,643,2023-08-01,Quality Issue,38273.86
1537,20881,1369,2025-07-23,Quality Issue,268.68
1538,20881,1042,2025-07-23,Quality Issue,9394.82
1539,20888,1146,2025-02-20,Quality Issue,16422.56
1540,20907,1891,2026-04-29,Quality Issue,49414.1
1541,20908,355,2025-08-11,Quality Issue,57081.29
1542,20914,979,2024-01-13,Quality Issue,16192.18
1543,20923,472,2024-03-04,Quality Issue,35581.92
1544,20947,986,2024-12-13,Quality Issue,35910.03
1545,20979,1332,2024-12-21,Quality Issue,57113.01
1546,20983,1912,2026-05-19,Quality Issue,57492.26
1547,20998,1148,2023-08-23,Quality Issue,71260.54
1548,21022,886,2022-08-03,Quality Issue,28215.39
1549,21031,1662,2023-09-04,Quality Issue,129613.15
1550,21032,1107,2022-09-21,Quality Issue,93660.31
1551,21057,1712,2022-08-01,Quality Issue,31135.97
1552,21060,1736,2022-10-09,Quality Issue,1720.26
1553,21076,767,2022-02-25,Quality Issue,55143.91
1554,21111,87,2022-09-03,Quality Issue,18521.42
1555,21113,1788,2022-03-19,Quality Issue,38101.7
1556,21115,708,2022-03-12,Quality Issue,58862.33
1557,21119,21,2024-02-02,Quality Issue,37726.82
1558,21125,1171,2025-12-18,Quality Issue,18406.4
1559,21126,1195,2022-08-29,Quality Issue,15241.92
1560,21135,760,2023-12-11,Quality Issue,4736.22
1561,21146,1736,2025-11-08,Quality Issue,33075.57
1562,21152,1831,2023-10-29,Quality Issue,21945.72
