payment_id,order_id,payment_date,payment_method,payment_status,amount
29943,29943,2023-07-11,Debit Card,Completed,20824.47
29944,29944,2024-08-26,COD,Completed,143754.53
29945,29945,2024-05-08,COD,Completed,90297.07
29946,29946,2023-05-03,UPI,Completed,84685.11
29947,29947,2023-12-29,Wallet,Completed,144693.65
29948,29948,2022-03-30,Wallet,Completed,114534.25
29949,29949,2022-08-03,Credit Card,Completed,64927.19
29950,29950,2025-10-17,COD,Completed,21664.35
29951,29951,2022-02-14,Credit Card,Completed,35518.68
29952,29952,2023-03-06,Debit Card,Completed,45590.7
29953,29953,2024-06-08,Credit Card,Completed,137071.2
29954,29954,2023-07-08,Debit Card,Completed,40465.8
29955,29955,2024-01-22,UPI,Completed,28374.68
29956,29956,2022-07-21,Debit Card,Completed,96396.09
29957,29957,2022-12-15,Debit Card,Completed,76912.55
29958,29958,2023-06-19,Wallet,Completed,112994.53
29959,29959,2023-08-07,UPI,Completed,129822.47
29960,29960,2022-07-22,Wallet,Completed,60044.05
29961,29961,2023-01-29,Credit Card,Completed,120846.63
29962,29962,2024-01-30,COD,Completed,20294.25
29963,29963,2022-03-07,COD,Completed,38406.8
29964,29964,2026-04-14,COD,Completed,14525.39
29965,29965,2024-10-05,UPI,Completed,23922.63
29966,29966,2023-11-23,Debit Card,Completed,139427.24
29967,29967,2024-03-09,Wallet,Completed,31897.03
29968,29968,2025-08-11,Credit Card,Completed,27411.13
29969,29969,2022-04-15,COD,Completed,113469.07
29970,29970,2023-12-29,UPI,Completed,31778.85
29971,29971,2023-01-09,Credit Card,Completed,83008.1
29972,29972,2026-03-14,COD,Completed,7021.94
29973,29973,2024-10-04,Credit Card,Completed,114162.46
29974,29974,2023-12-23,Credit Card,Completed,109917.08
29975,29975,2022-01-11,Debit Card,Completed,70600.88
29976,29976,2023-11-10,COD,Completed,146378.59
29977,29977,2025-09-30,Debit Card,Completed,86168.19
29978,29978,2025-01-07,Debit Card,Completed,31719.11
29979,29979,2023-06-20,COD,Completed,43963.68
29980,29980,2023-09-14,UPI,Completed,22984.75
29981,29981,2026-02-01,UPI,Completed,50349.18
29982,29982,2022-06-24,UPI,Completed,122184.96
29983,29983,2023-05-26,Debit Card,Completed,124717.89
29984,29984,2025-11-12,Credit Card,Completed,24078.53
29985,29985,2022-03-09,Credit Card,Completed,118684.22
29986,29986,2022-01-12,COD,Completed,126317.89
29987,29987,2024-10-21,COD,Completed,45507.55
29988,29988,2025-07-30,Debit Card,Completed,111458.1
29989,29989,2024-03-01,Credit Card,Completed,69802.36
29990,29990,2023-08-09,COD,Completed,119945.56
29991,29991,2022-01-24,Wallet,Completed,51247.9
29992,29992,2024-04-16,Wallet,Completed,7374.39
29993,29993,2025-09-13,Debit Card,Completed,109563.79
29994,29994,2024-04-03,UPI,Completed,147215.52
29995,29995,2023-05-07,UPI,Completed,67417.86
29996,29996,2024-09-22,Debit Card,Completed,81292.1
29997,29997,2024-11-30,COD,Completed,104565.73
29998,29998,2025-08-29,UPI,Completed,73205.14
29999,29999,2023-12-22,Credit Card,Completed,17339.89
30000,30000,2023-03-06,UPI,Completed,43752.9
30001,30001,2023-06-27,Debit Card,Completed,89258.85
30002,30002,2022-11-17,Wallet,Completed,106006.39
30003,30003,2022-08-29,COD,Completed,69038.9
30004,30004,2022-03-19,Credit Card,Completed,53204.75
30005,30005,2022-01-28,COD,Completed,52400.88
30006,30006,2025-04-12,COD,Completed,103732.64
30007,30007,2022-03-08,UPI,Completed,118358.47
30008,30008,2022-11-12,Credit Card,Completed,76033.04
30009,30009,2024-10-29,COD,Completed,51182.34
30010,30010,2023-04-22,UPI,Completed,84201.78
30011,30011,2025-01-20,UPI,Completed,37901.63
30012,30012,2026-03-26,Credit Card,Completed,6618.68
30013,30013,2024-11-14,Wallet,Completed,28255.98
30014,30014,2025-01-05,UPI,Completed,7308.35
30015,30015,2022-05-14,Debit Card,Completed,88015.68
30016,30016,2024-06-19,Debit Card,Completed,100455.1
30017,30017,2022-07-29,Credit Card,Completed,70260.9
30018,30018,2024-07-07,COD,Completed,106876.38
30019,30019,2022-07-11,UPI,Completed,53319.56
30020,30020,2024-01-18,Credit Card,Completed,30924.06
30021,30021,2025-12-17,UPI,Completed,78301.69
30022,30022,2026-03-28,UPI,Completed,17731.05
30023,30023,2023-03-25,Credit Card,Completed,101791.5
30024,30024,2025-08-30,Wallet,Completed,53968.6
30025,30025,2024-11-16,Wallet,Completed,93200.96
30026,30026,2025-05-06,Credit Card,Completed,61243.73
30027,30027,2025-04-13,Credit Card,Completed,129747.55
30028,30028,2025-08-25,COD,Completed,119022.29
30029,30029,2025-07-18,Debit Card,Completed,120608.25
30030,30030,2024-11-03,UPI,Completed,64004.98
30031,30031,2023-03-04,COD,Completed,2564.27
30032,30032,2025-04-27,Debit Card,Completed,81773.58
30033,30033,2026-02-18,COD,Completed,57850.21
30034,30034,2022-08-16,Debit Card,Completed,85027.54
30035,30035,2022-07-13,Wallet,Completed,54368.38
30036,30036,2022-07-10,UPI,Completed,98123.52
30037,30037,2024-07-08,Debit Card,Completed,57636.31
30038,30038,2022-08-13,Debit Card,Completed,77257.98
30039,30039,2025-11-20,COD,Completed,58457.53
30040,30040,2025-11-24,Debit Card,Completed,93490.3
30041,30041,2025-11-23,COD,Completed,3341.91
30042,30042,2024-04-15,Wallet,Completed,131642.81
30043,30043,2023-09-08,COD,Completed,26103.19
30044,30044,2025-02-19,UPI,Completed,45132.73
30045,30045,2023-08-30,Debit Card,Completed,113976.56
30046,30046,2024-09-17,Debit Card,Completed,66761.84
30047,30047,2024-07-28,Credit Card,Completed,54561.01
30048,30048,2025-04-01,Debit Card,Completed,125410.2
30049,30049,2022-08-31,Wallet,Completed,44897.83
30050,30050,2022-09-13,Credit Card,Completed,72974.92
30051,30051,2023-09-01,COD,Completed,181.14
30052,30052,2024-09-22,Debit Card,Completed,66056.79
30053,30053,2023-02-24,Wallet,Completed,70354.37
30054,30054,2025-04-04,UPI,Completed,105217.12
30055,30055,2023-12-19,Credit Card,Completed,47030.59
30056,30056,2024-01-01,UPI,Completed,130306.64
30057,30057,2023-08-19,UPI,Completed,10240.24
30058,30058,2024-03-12,Wallet,Completed,84126.75
30059,30059,2025-03-10,Wallet,Completed,51617.64
30060,30060,2023-04-29,Debit Card,Completed,128094.6
30061,30061,2026-05-17,UPI,Completed,124072.98
30062,30062,2022-04-26,Credit Card,Completed,76844.89
30063,30063,2024-06-28,Wallet,Completed,114086.21
30064,30064,2025-11-07,Debit Card,Completed,117733.72
30065,30065,2022-01-05,COD,Completed,87218.85
30066,30066,2024-05-02,Credit Card,Completed,101626.98
30067,30067,2025-08-04,Debit Card,Completed,134757.45
30068,30068,2023-09-14,Debit Card,Completed,44420.72
30069,30069,2025-08-24,UPI,Completed,64025.13
30070,30070,2024-04-11,Wallet,Completed,78432.81
30071,30071,2022-10-04,Wallet,Completed,16641.99
30072,30072,2022-01-28,Wallet,Completed,32269.51
30073,30073,2026-04-28,COD,Completed,58385.07
30074,30074,2022-02-09,Wallet,Completed,79060.44
30075,30075,2025-05-17,Credit Card,Completed,81090.1
30076,30076,2024-10-05,Wallet,Completed,142153.42
30077,30077,2024-08-15,COD,Completed,135175.3
30078,30078,2022-02-10,Wallet,Completed,47815.94
30079,30079,2025-03-06,Credit Card,Completed,107450.69
30080,30080,2022-01-17,Credit Card,Completed,76219.62
30081,30081,2022-04-20,Wallet,Completed,59740.4
30082,30082,2025-05-09,Debit Card,Completed,31380.31
30083,30083,2025-05-06,Debit Card,Completed,33342.29
30084,30084,2023-09-16,Debit Card,Completed,23319.57
30085,30085,2025-07-02,UPI,Completed,44373.39
30086,30086,2024-05-17,Credit Card,Completed,74774.85
30087,30087,2022-07-27,COD,Completed,104480.57
30088,30088,2025-05-15,Wallet,Completed,67712.38
30089,30089,2025-04-28,COD,Completed,50795.63
30090,30090,2025-06-13,UPI,Completed,28071.83
30091,30091,2023-03-09,Credit Card,Completed,140316.67
30092,30092,2024-10-16,UPI,Completed,17398.79
30093,30093,2024-03-27,Credit Card,Completed,69500.65
30094,30094,2023-08-01,Wallet,Completed,96985.95
30095,30095,2025-05-14,COD,Completed,107486.42
30096,30096,2023-03-20,Credit Card,Completed,88757.06
30097,30097,2024-04-07,COD,Completed,110991.84
30098,30098,2024-11-01,COD,Completed,58552.02
30099,30099,2022-10-27,Wallet,Completed,4702.41
30100,30100,2023-02-28,Credit Card,Completed,119160.52
30101,30101,2024-03-05,COD,Completed,47607.72
30102,30102,2023-10-07,Debit Card,Completed,138570.68
30103,30103,2024-01-16,Debit Card,Completed,42606.19
30104,30104,2026-01-15,COD,Completed,100244.94
30105,30105,2022-05-30,Credit Card,Completed,136495.98
30106,30106,2022-04-29,COD,Completed,80587.27
30107,30107,2022-03-20,COD,Completed,126750.36
30108,30108,2024-02-25,Debit Card,Completed,28448.02
30109,30109,2025-08-17,UPI,Completed,12904.19
30110,30110,2024-10-17,UPI,Completed,128209.32
30111,30111,2023-12-17,UPI,Completed,71250.88
30112,30112,2024-03-25,Wallet,Completed,88839.67
30113,30113,2024-05-09,UPI,Completed,64716.34
30114,30114,2026-02-23,UPI,Completed,149547.85
30115,30115,2023-08-29,Credit Card,Completed,110002.87
30116,30116,2025-06-17,COD,Completed,104235.77
30117,30117,2022-07-18,Credit Card,Completed,95464.34
30118,30118,2026-01-16,COD,Completed,89826.95
30119,30119,2023-10-16,Debit Card,Completed,71188.46
30120,30120,2026-02-11,COD,Completed,97432.64
30121,30121,2024-04-19,Wallet,Completed,67867.41
30122,30122,2026-01-11,Wallet,Completed,101678.49
30123,30123,2022-03-24,COD,Completed,25964.93
30124,30124,2022-11-17,UPI,Completed,62927.88
30125,30125,2023-02-10,UPI,Completed,16259.58
30126,30126,2022-05-25,Debit Card,Completed,127481.79
30127,30127,2026-04-17,Debit Card,Completed,127382.07
30128,30128,2024-02-27,Wallet,Completed,53589.11
30129,30129,2024-11-17,Debit Card,Completed,89305.56
30130,30130,2022-07-03,UPI,Completed,94939.4
30131,30131,2025-01-20,Debit Card,Completed,117459.5
30132,30132,2026-04-21,COD,Completed,70698.64
30133,30133,2025-11-02,Debit Card,Completed,19159.84
30134,30134,2023-12-04,Debit Card,Completed,130343.15
30135,30135,2025-10-30,Debit Card,Completed,132323.08
30136,30136,2025-07-13,Wallet,Completed,98119.77
30137,30137,2022-05-24,COD,Completed,14752.02
30138,30138,2025-11-17,Credit Card,Completed,36290.38
30139,30139,2025-05-14,Credit Card,Completed,62728.89
30140,30140,2024-08-05,COD,Completed,93705.24
30141,30141,2026-04-24,Debit Card,Completed,42770.13
30142,30142,2024-12-11,Wallet,Completed,38915.44
30143,30143,2025-03-27,Debit Card,Completed,60299.63
30144,30144,2022-05-02,Credit Card,Completed,60926.73
30145,30145,2023-07-02,Credit Card,Completed,120584.89
30146,30146,2025-01-05,Wallet,Completed,74417.08
30147,30147,2025-12-27,COD,Completed,140418.73
30148,30148,2022-08-11,UPI,Completed,138254.16
30149,30149,2026-03-02,UPI,Completed,110055.44
30150,30150,2024-07-19,UPI,Completed,635.26
30151,30151,2025-02-21,Wallet,Completed,106950.35
30152,30152,2024-11-15,Debit Card,Completed,128109.99
30153,30153,2025-06-01,Credit Card,Completed,70879.37
30154,30154,2025-03-19,Debit Card,Completed,110172.31
30155,30155,2025-04-06,COD,Completed,149743.38
30156,30156,2023-07-09,Wallet,Completed,28244.51
30157,30157,2022-05-09,Debit Card,Completed,88355.13
30158,30158,2024-10-13,Debit Card,Completed,6645.75
30159,30159,2024-05-02,UPI,Completed,92667.85
30160,30160,2025-08-16,COD,Completed,10528.31
30161,30161,2023-11-24,COD,Completed,71930.16
30162,30162,2023-03-25,UPI,Completed,148053.28
30163,30163,2023-07-26,Wallet,Completed,8090.34
30164,30164,2025-05-07,COD,Completed,129263.66
30165,30165,2023-05-30,UPI,Completed,56794.56
30166,30166,2022-03-06,Credit Card,Completed,101977.5
30167,30167,2024-11-28,UPI,Completed,72399.59
30168,30168,2025-02-23,UPI,Completed,88842.78
30169,30169,2023-02-12,Debit Card,Completed,93319.38
30170,30170,2025-09-17,Credit Card,Completed,32647.92
30171,30171,2026-02-15,Credit Card,Completed,16266.38
30172,30172,2022-06-08,Wallet,Completed,60502.58
30173,30173,2025-04-20,Credit Card,Completed,69829.56
30174,30174,2023-03-15,UPI,Completed,11128.88
30175,30175,2025-12-06,Credit Card,Completed,2498.95
30176,30176,2023-08-19,Debit Card,Completed,79770.0
30177,30177,2022-07-31,UPI,Completed,98593.94
30178,30178,2025-06-20,Debit Card,Completed,137372.57
30179,30179,2023-03-15,Debit Card,Completed,18392.83
30180,30180,2023-11-28,Credit Card,Completed,108655.89
30181,30181,2023-05-01,COD,Completed,79687.32
30182,30182,2023-02-21,Credit Card,Completed,144063.32
30183,30183,2023-03-20,UPI,Completed,127861.82
30184,30184,2023-03-03,Debit Card,Completed,49986.33
30185,30185,2026-02-14,COD,Completed,55348.42
30186,30186,2024-07-01,COD,Completed,35794.21
30187,30187,2024-09-24,Wallet,Completed,95461.06
30188,30188,2022-09-10,COD,Completed,129944.65
30189,30189,2026-02-14,COD,Completed,70398.3
30190,30190,2024-06-14,Wallet,Completed,92265.96
30191,30191,2023-10-03,Credit Card,Completed,135544.6
30192,30192,2023-04-26,Debit Card,Completed,93503.39
30193,30193,2024-03-31,Credit Card,Completed,97167.87
30194,30194,2022-03-22,Wallet,Completed,93211.88
30195,30195,2024-02-11,Wallet,Completed,7592.06
30196,30196,2026-02-23,UPI,Completed,86508.19
30197,30197,2023-03-02,Debit Card,Completed,65781.54
30198,30198,2023-07-30,Credit Card,Completed,22676.85
30199,30199,2022-07-18,UPI,Completed,8007.24
30200,30200,2024-06-01,COD,Completed,138046.36
30201,30201,2023-11-20,COD,Completed,10109.06
30202,30202,2022-02-17,COD,Completed,87971.87
30203,30203,2025-04-04,Credit Card,Completed,35255.72
30204,30204,2022-10-19,UPI,Completed,66769.02
30205,30205,2024-04-23,Debit Card,Completed,111649.76
30206,30206,2023-01-15,Credit Card,Completed,109075.44
30207,30207,2024-04-11,Credit Card,Completed,11304.87
30208,30208,2023-03-05,Debit Card,Completed,140919.67
30209,30209,2022-09-21,Credit Card,Completed,51610.51
30210,30210,2024-10-27,COD,Completed,78257.48
30211,30211,2024-02-07,Credit Card,Completed,139824.89
30212,30212,2025-05-01,Credit Card,Completed,148179.11
30213,30213,2022-11-13,Credit Card,Completed,57285.77
30214,30214,2022-12-30,Credit Card,Completed,20200.92
30215,30215,2023-06-24,Wallet,Completed,52509.24
30216,30216,2026-04-06,COD,Completed,33889.98
30217,30217,2022-07-26,COD,Completed,43107.16
30218,30218,2024-06-23,Wallet,Completed,105464.06
30219,30219,2025-05-03,Credit Card,Completed,100967.41
30220,30220,2025-07-09,Wallet,Completed,43540.67
30221,30221,2022-12-01,Debit Card,Completed,91508.45
30222,30222,2025-01-28,Wallet,Completed,24018.22
30223,30223,2025-01-01,COD,Completed,25294.1
30224,30224,2024-04-30,Debit Card,Completed,21488.45
30225,30225,2025-10-07,Debit Card,Completed,135115.56
30226,30226,2023-03-27,Debit Card,Completed,98993.89
30227,30227,2025-12-23,Wallet,Completed,111039.08
30228,30228,2023-07-03,Credit Card,Completed,69546.62
30229,30229,2023-11-27,COD,Completed,58042.18
30230,30230,2024-11-25,COD,Completed,112214.79
30231,30231,2022-01-27,Wallet,Completed,140381.43
30232,30232,2025-10-14,UPI,Completed,18342.99
30233,30233,2024-08-31,UPI,Completed,139.37
30234,30234,2026-03-17,UPI,Completed,36135.62
30235,30235,2023-08-27,UPI,Completed,45067.62
30236,30236,2025-03-20,Credit Card,Completed,29203.6
30237,30237,2023-03-06,COD,Completed,129574.88
30238,30238,2024-03-11,Debit Card,Completed,98250.46
30239,30239,2022-07-23,Credit Card,Completed,131256.18
30240,30240,2024-04-17,Debit Card,Completed,133297.7
30241,30241,2023-12-23,UPI,Completed,21627.34
30242,30242,2024-02-06,Debit Card,Completed,122975.43
30243,30243,2023-05-04,Credit Card,Completed,94144.46
30244,30244,2024-10-07,COD,Completed,26047.41
30245,30245,2024-01-05,COD,Completed,149337.58
30246,30246,2023-05-02,Debit Card,Completed,73363.17
30247,30247,2023-07-16,Wallet,Completed,1431.99
30248,30248,2023-01-15,COD,Completed,149483.11
30249,30249,2024-09-25,COD,Completed,117355.31
30250,30250,2026-02-16,Debit Card,Completed,92012.78
30251,30251,2022-03-24,COD,Completed,93532.6
30252,30252,2024-10-20,Debit Card,Completed,15184.27
30253,30253,2026-02-21,Credit Card,Completed,117550.48
30254,30254,2025-11-27,Debit Card,Completed,46959.62
30255,30255,2026-04-13,UPI,Completed,130277.08
30256,30256,2023-07-20,UPI,Completed,62440.93
30257,30257,2022-12-18,Debit Card,Completed,27245.42
30258,30258,2024-09-07,UPI,Completed,10713.06
30259,30259,2026-03-14,Debit Card,Completed,110027.34
30260,30260,2022-11-25,Wallet,Completed,36184.96
30261,30261,2024-01-11,Credit Card,Completed,128780.93
30262,30262,2022-04-01,COD,Completed,107132.02
30263,30263,2025-03-22,COD,Completed,16908.83
30264,30264,2022-10-16,Credit Card,Completed,57777.79
30265,30265,2023-04-09,Credit Card,Completed,126471.18
30266,30266,2024-10-24,Credit Card,Completed,68002.81
30267,30267,2022-04-08,Wallet,Completed,104975.35
30268,30268,2024-03-23,Debit Card,Completed,85737.56
30269,30269,2024-07-13,Debit Card,Completed,78242.47
30270,30270,2023-11-28,UPI,Completed,114861.61
30271,30271,2025-08-02,Wallet,Completed,78926.06
30272,30272,2026-01-10,Wallet,Completed,29371.2
30273,30273,2022-09-26,UPI,Completed,92644.92
30274,30274,2025-12-01,Debit Card,Completed,139167.02
30275,30275,2023-03-08,UPI,Completed,127590.97
30276,30276,2025-01-23,UPI,Completed,39686.62
30277,30277,2022-11-13,Debit Card,Completed,47630.36
30278,30278,2024-09-25,COD,Completed,36699.14
30279,30279,2025-09-12,UPI,Completed,80131.85
30280,30280,2023-12-25,Credit Card,Completed,77247.62
30281,30281,2024-07-19,Debit Card,Completed,22104.16
30282,30282,2023-07-14,Wallet,Completed,96370.26
30283,30283,2026-04-09,Debit Card,Completed,71800.43
30284,30284,2024-08-22,Wallet,Completed,14769.47
30285,30285,2023-11-17,COD,Completed,137359.8
30286,30286,2024-09-30,Credit Card,Completed,125362.49
30287,30287,2022-09-08,COD,Completed,69753.49
30288,30288,2023-02-10,Wallet,Completed,110830.99
30289,30289,2025-06-18,COD,Completed,13541.39
30290,30290,2025-11-30,Debit Card,Completed,5064.56
30291,30291,2025-12-08,Credit Card,Completed,139758.45
30292,30292,2026-01-29,Credit Card,Completed,41026.69
30293,30293,2023-03-30,COD,Completed,98297.57
30294,30294,2023-09-03,Wallet,Completed,141573.61
30295,30295,2025-08-22,Debit Card,Completed,115740.32
30296,30296,2022-01-26,COD,Completed,67210.14
30297,30297,2023-11-11,COD,Completed,125398.09
30298,30298,2023-12-04,Credit Card,Completed,89043.93
30299,30299,2023-03-27,Credit Card,Completed,133911.94
30300,30300,2024-01-19,COD,Completed,30344.71
30301,30301,2026-01-03,UPI,Completed,60040.35
30302,30302,2025-08-01,Credit Card,Completed,47026.54
30303,30303,2022-01-28,Wallet,Completed,66519.97
30304,30304,2025-01-14,COD,Completed,77069.15
30305,30305,2023-05-05,UPI,Completed,86550.31
30306,30306,2022-12-25,COD,Completed,68851.34
30307,30307,2022-03-28,Credit Card,Completed,102962.69
30308,30308,2022-03-14,UPI,Completed,99555.14
30309,30309,2023-04-01,UPI,Completed,141253.42
30310,30310,2022-11-09,COD,Completed,77786.57
30311,30311,2023-03-31,COD,Completed,95035.35
30312,30312,2025-04-04,UPI,Completed,69678.34
30313,30313,2023-10-09,Debit Card,Completed,42481.46
30314,30314,2025-04-26,Wallet,Completed,48851.08
30315,30315,2025-06-01,UPI,Completed,80575.38
30316,30316,2023-07-28,Wallet,Completed,30428.83
30317,30317,2025-04-05,Wallet,Completed,132085.76
30318,30318,2023-02-14,Wallet,Completed,2077.77
30319,30319,2026-04-06,UPI,Completed,106947.08
30320,30320,2025-05-18,UPI,Completed,137943.7
30321,30321,2024-01-16,Wallet,Completed,4418.05
30322,30322,2023-06-20,COD,Completed,99066.37
30323,30323,2022-08-01,Wallet,Completed,142830.3
30324,30324,2023-03-20,Debit Card,Completed,10483.63
30325,30325,2022-12-10,COD,Completed,131576.89
30326,30326,2025-09-04,COD,Completed,18502.08
30327,30327,2023-11-12,COD,Completed,96811.87
30328,30328,2026-04-28,UPI,Completed,102829.43
30329,30329,2022-12-20,COD,Completed,146768.09
30330,30330,2022-07-29,Wallet,Completed,134719.71
30331,30331,2025-07-03,UPI,Completed,142550.4
30332,30332,2022-07-01,UPI,Completed,48239.56
30333,30333,2023-12-19,Wallet,Completed,11887.38
30334,30334,2023-02-08,Credit Card,Completed,71965.69
30335,30335,2025-11-03,UPI,Completed,41360.61
30336,30336,2025-08-16,Wallet,Completed,70498.54
30337,30337,2026-02-02,COD,Completed,132546.6
30338,30338,2022-11-25,COD,Completed,149485.42
30339,30339,2023-07-24,Credit Card,Completed,62114.5
30340,30340,2023-09-06,Wallet,Completed,133497.06
30341,30341,2023-07-27,Wallet,Completed,6006.63
30342,30342,2024-01-22,Wallet,Completed,142468.16
30343,30343,2025-01-27,Debit Card,Completed,31134.98
30344,30344,2024-12-05,Credit Card,Completed,25183.98
30345,30345,2026-01-16,UPI,Completed,6959.37
30346,30346,2025-03-19,COD,Completed,108475.9
30347,30347,2024-03-07,Debit Card,Completed,82036.12
30348,30348,2023-03-21,COD,Completed,30594.76
30349,30349,2023-06-19,Wallet,Completed,34899.01
30350,30350,2025-08-31,UPI,Completed,97882.23
30351,30351,2025-11-29,Credit Card,Completed,4667.76
30352,30352,2022-06-26,Wallet,Completed,107948.63
30353,30353,2025-09-07,Debit Card,Completed,114220.26
30354,30354,2025-03-31,COD,Completed,105722.97
30355,30355,2025-05-12,Debit Card,Completed,36670.65
30356,30356,2025-05-06,Credit Card,Completed,37397.62
30357,30357,2024-10-13,Debit Card,Completed,51657.98
30358,30358,2024-12-10,Credit Card,Completed,103731.74
30359,30359,2023-10-11,UPI,Completed,34902.7
30360,30360,2023-04-24,UPI,Completed,126946.06
30361,30361,2022-06-07,Credit Card,Completed,112031.27
30362,30362,2022-08-10,Credit Card,Completed,950.83
30363,30363,2024-12-01,Debit Card,Completed,145330.36
30364,30364,2025-04-16,Debit Card,Completed,52026.42
30365,30365,2022-01-09,Wallet,Completed,52333.5
30366,30366,2023-11-01,Credit Card,Completed,19914.79
30367,30367,2025-12-31,Credit Card,Completed,64610.1
30368,30368,2024-11-15,Wallet,Completed,35828.48
30369,30369,2023-03-24,Wallet,Completed,126791.11
30370,30370,2024-09-10,Credit Card,Completed,118009.19
30371,30371,2024-03-27,Wallet,Completed,46888.11
30372,30372,2022-09-04,Credit Card,Completed,133583.89
30373,30373,2025-06-27,UPI,Completed,54780.38
30374,30374,2025-09-08,Debit Card,Completed,6511.11
30375,30375,2023-12-25,COD,Completed,90231.6
30376,30376,2024-07-14,Debit Card,Completed,71488.39
30377,30377,2026-01-31,Wallet,Completed,73953.46
30378,30378,2025-11-09,UPI,Completed,54109.87
30379,30379,2024-10-31,Debit Card,Completed,83188.16
30380,30380,2023-02-20,COD,Completed,20449.23
30381,30381,2026-01-03,Debit Card,Completed,89170.09
30382,30382,2025-12-18,Credit Card,Completed,69899.75
30383,30383,2025-12-14,Debit Card,Completed,5260.19
30384,30384,2024-04-10,Debit Card,Completed,60203.86
30385,30385,2022-12-31,Debit Card,Completed,15981.48
30386,30386,2022-09-10,Credit Card,Completed,118757.53
30387,30387,2025-03-12,Wallet,Completed,98706.55
30388,30388,2024-11-29,Wallet,Completed,139836.56
30389,30389,2022-12-06,Debit Card,Completed,66265.85
30390,30390,2024-04-18,Debit Card,Completed,84004.24
30391,30391,2022-09-19,COD,Completed,81180.23
30392,30392,2024-11-07,Debit Card,Completed,50646.72
30393,30393,2022-07-13,Debit Card,Completed,20135.28
30394,30394,2025-11-11,COD,Completed,78517.66
30395,30395,2024-02-26,COD,Completed,81608.48
30396,30396,2022-05-20,COD,Completed,125026.78
30397,30397,2025-05-03,Credit Card,Completed,128274.66
30398,30398,2022-12-05,Debit Card,Completed,4888.54
30399,30399,2022-12-04,COD,Completed,19068.02
30400,30400,2023-11-12,Credit Card,Completed,98783.49
30401,30401,2022-11-29,Debit Card,Completed,13078.04
30402,30402,2022-11-24,Wallet,Completed,14080.53
30403,30403,2023-06-25,COD,Completed,22722.83
30404,30404,2022-09-24,Debit Card,Completed,13394.67
30405,30405,2023-11-08,Wallet,Completed,58204.12
30406,30406,2024-03-27,Credit Card,Completed,26870.57
30407,30407,2024-07-29,Debit Card,Completed,74992.58
30408,30408,2023-07-24,COD,Completed,46189.94
30409,30409,2023-11-19,Debit Card,Completed,20659.77
30410,30410,2023-09-04,Wallet,Completed,81527.52
30411,30411,2024-12-03,COD,Completed,67677.32
30412,30412,2024-04-13,COD,Completed,141925.84
30413,30413,2022-05-05,Debit Card,Completed,29525.09
30414,30414,2024-04-26,Debit Card,Completed,112439.08
30415,30415,2026-02-14,Debit Card,Completed,11806.72
30416,30416,2023-10-09,Wallet,Completed,137178.73
30417,30417,2022-11-20,Wallet,Completed,140932.64
30418,30418,2024-01-15,Debit Card,Completed,136070.88
30419,30419,2022-07-03,Credit Card,Completed,90156.05
30420,30420,2022-05-22,Wallet,Completed,88250.45
30421,30421,2025-11-07,Debit Card,Completed,209.15
30422,30422,2022-09-27,Debit Card,Completed,25758.84
30423,30423,2022-02-24,Credit Card,Completed,77529.06
30424,30424,2022-12-03,Wallet,Completed,55214.77
30425,30425,2024-09-16,COD,Completed,100647.65
30426,30426,2026-05-01,COD,Completed,103004.91
30427,30427,2023-07-09,Wallet,Completed,143880.61
30428,30428,2022-11-08,Debit Card,Completed,11551.85
30429,30429,2023-03-16,COD,Completed,70852.13
30430,30430,2025-06-23,COD,Completed,30135.45
30431,30431,2023-02-23,Debit Card,Completed,89942.45
30432,30432,2025-08-01,Credit Card,Completed,27318.37
30433,30433,2024-12-17,UPI,Completed,128533.67
30434,30434,2022-12-16,Wallet,Completed,50962.44
30435,30435,2023-10-30,Wallet,Completed,34228.8
30436,30436,2026-04-30,UPI,Completed,97895.56
30437,30437,2022-01-04,COD,Completed,114923.17
30438,30438,2022-06-24,Wallet,Completed,110925.13
30439,30439,2023-04-01,Debit Card,Completed,2198.75
30440,30440,2023-11-03,Wallet,Completed,110467.25
30441,30441,2024-05-31,COD,Completed,149792.44
30442,30442,2025-06-03,Credit Card,Completed,36486.99
30443,30443,2023-01-11,COD,Completed,146074.29
30444,30444,2022-05-27,Wallet,Completed,46639.17
30445,30445,2024-04-16,COD,Completed,24833.41
30446,30446,2024-05-06,COD,Completed,128270.46
30447,30447,2025-04-01,UPI,Completed,128891.91
30448,30448,2022-10-08,Wallet,Completed,57548.91
30449,30449,2024-01-30,Wallet,Completed,38425.73
30450,30450,2023-01-01,Debit Card,Completed,56765.88
30451,30451,2022-07-12,UPI,Completed,132872.73
30452,30452,2022-04-12,Wallet,Completed,116477.73
30453,30453,2022-08-05,COD,Completed,75527.38
30454,30454,2023-11-16,Wallet,Completed,83487.63
30455,30455,2024-02-07,Wallet,Completed,44341.78
30456,30456,2023-11-04,UPI,Completed,99857.54
30457,30457,2024-10-29,Credit Card,Completed,99919.95
30458,30458,2022-02-05,Debit Card,Completed,100665.34
30459,30459,2023-10-21,Wallet,Completed,129091.55
30460,30460,2022-04-30,Credit Card,Completed,147711.02
30461,30461,2024-12-05,Debit Card,Completed,133314.43
30462,30462,2024-09-20,Credit Card,Completed,133109.99
30463,30463,2022-08-21,Wallet,Completed,133216.06
